Index_Name,Index_Date,Open_Index_Value,High_Index_Value,Low_Index_Value,Closing_Index_Value,Points_Change,Change(%),Volume,Turnover_(Rs._Cr.),P/E,P/B,Div_Yield
Nifty MidSmallcap 400,2024-01-11,19957.7,20029.6,19952,19981.65,163.55,.83,478899444,6793.34,38.71,4.97,.77
Nifty Smallcap 50,2024-01-11,9071.75,9116.35,9058.65,9087.45,101.45,1.13,45825033,1735.78,32.52,3.87,.78
Nifty Smallcap 250,2024-01-11,17889.55,17978.35,17882.95,17938.85,187.65,1.06,121714571,3815.05,32.71,4.29,.84
Nifty Private Bank,2024-01-11,25273.95,25411.6,25237,25347.8,127.35,.5,28209498,698.71,15.18,2.35,.59
Nifty India Corporate Group Index - Tata Group 25% Cap,2024-01-11,16718.05,16774,16677.1,16702.85,113.0,.68,13396198,765.62,37.06,6.45,1
Nifty India Corporate Group Index - Tata Group,2024-01-11,-,-,-,18546.39,117.42,.64,16539789,1001.52,35.86,8.11,1.23
Nifty India Corporate Group Index - Aditya Birla Group,2024-01-11,-,-,-,8018.64,73.25,.92,254776271,438.34,637.21,3.65,.52
Nifty India Corporate Group Index - Mahindra Group,2024-01-11,-,-,-,32345.73,647.18,2.04,1648558,351.09,31.39,4.46,1.59
Nifty 50 Futures TR Index,2024-01-11,-,-,-,26105.85,0.1,0,-,-,-,-,-
Nifty 50 Arbitrage,2024-01-11,-,-,-,2396.1,6.77,.28,-,-,-,-,-
Nifty 50 Futures Index,2024-01-11,-,-,-,6695.78,-1.28,-.02,-,-,-,-,-
Nifty500 Equal Weight,2024-01-11,-,-,-,14480.41,123.52,.86,604294357,12277.86,32,4.31,.91
NIFTY50 Equal Weight,2024-01-11,30841.65,30880.4,30770.6,30802.5,145.85,.48,38811387,3348.45,24.07,3.84,1.35
Nifty Alpha 50,2024-01-11,56491.2,56815.7,56391.5,56570.55,420.35,.75,71677847,2436.82,39.78,6.28,.71
NIFTY100 Enhanced ESG,2024-01-11,-,-,-,4845.58,21.84,.45,103936448,4848.43,24.24,4.23,1.25
NIFTY100 Quality 30,2024-01-11,5763.15,5768.45,5739.3,5746.55,16.75,.29,14732732,1328.76,32.58,8.64,1.73
Nifty50 PR 2x Leverage,2024-01-11,13833.5,13906.4,13810.8,13835.3,109.9,.8,-,-,-,-,-
Nifty50 PR 1x Inverse,2024-01-11,204.4,204.55,203.85,204.35,-0.8,-.39,-,-,-,-,-
Nifty50 TR 2x Leverage,2024-01-11,20173.7,20280,20140.6,20176.3,160.25,.8,-,-,-,-,-
Nifty50 TR 1x Inverse,2024-01-11,169.45,169.55,168.95,169.4,-0.7,-.41,-,-,-,-,-
Nifty Growth Sectors 15,2024-01-11,11764.85,11776.3,11734.95,11748.1,69.6,.6,9678357,1178.01,28.64,7.24,1.74
India VIX,2024-01-11,15.55,16.125,13.6325,15.9,0.35,2.27,-,-,-,-,-
Nifty Shariah 25,2024-01-11,-,-,-,8670.63,19.51,.23,11395066,869.53,28.42,5.87,1.78
Nifty Midcap Liquid 15,2024-01-11,13781.4,13826.85,13751.25,13774.95,83.5,.61,19695151,443.69,35.92,4.33,.53
Nifty50 Value 20,2024-01-11,13684.3,13696.75,13642.4,13657.9,32.65,.24,21908729,1275.06,20.01,3.61,2.14
Nifty CPSE,2024-01-11,6651.5,6682.5,6641.2,6666.55,67.4,1.02,25120575,636.94,13.47,2.51,3.11
Nifty100 Liquid 15,2024-01-11,6523.35,6540.45,6510.5,6521.85,31.75,.49,17353820,1293.08,19.7,3.03,1.12
Nifty100 Equal Weight,2024-01-11,32597.8,32690.8,32567.8,32603.95,203.9,.63,125394913,5484.51,23.99,3.76,1.27
NIFTY100 ESG,2024-01-11,4812.1,4823.3,4804.85,4809.3,21.65,.45,103956298,4852.9,24.25,4.23,1.25
Nifty50 USD,2024-01-11,-,-,-,10015.25,40.79,.41,-,-,-,-,-
Nifty Financial Services 25/50,2024-01-11,26041.7,26124.4,26001.15,26048.6,84.75,.33,7264539,813.71,16.97,3.04,.92
Nifty Midcap 50,2024-02-12,15707.35,15945.3,15652,15923.55,225.8,1.44,581148826,9124.96,48.18,5.64,.78
Nifty EV & New Age Automotive,2024-02-12,-,-,-,3074.39,22.82,.75,69533049,6109.68,33.05,5.48,.73
Nifty500 Multicap India Manufacturing 50:30:20,2024-02-12,14868.25,15010.05,14832.9,15004.35,162.15,1.09,193505223,16082.02,31.95,4.02,.88
Nifty Non-Cyclical Consumer,2024-02-12,-,-,-,16258.63,111.97,.69,92797020,8860.65,64.12,12.6,.91
Nifty Consumer Durables,2024-02-12,40288.5,41040.95,40139.5,41006.55,833.65,2.08,12250363,3790.77,85.36,12.79,.36
Nifty India Railways PSU,2024-02-12,-,-,-,4001.65,-1.28,-.03,94240036,2554.24,31.22,4.25,1.36
Nifty India Select 5 Corporate Groups (MAATR),2024-02-12,-,-,-,36694.31,443.45,1.22,513313352,14866.06,34.67,3.61,.7
Nifty India New Age Consumption,2024-02-12,-,-,-,11726.14,161.46,1.4,492890393,14774.58,58.97,9.05,.5
Nifty Capital Markets,2024-02-12,3776.15,3818.9,3764.55,3804.3,31.45,.83,22187558,3506.98,44.3,13.9,.91
Nifty Rural,2024-02-12,-,-,-,14483.51,85.77,.6,566908110,20623.19,28.06,4.34,1.16
Nifty500 Multicap Infrastructure 50:30:20,2024-02-12,13802.25,13945.25,13730.6,13936.3,135.9,.98,733721127,15587.21,31.32,3.96,1.14
Nifty Core Housing,2024-02-12,-,-,-,16722.49,393.79,2.41,38498739,7271.47,46.02,4.2,.63
Nifty REITs & InvITs,2024-02-12,-,-,-,1138.64,-3.8,-.33,2310816,40.76,30.02,1.77,7.41
Nifty MidSmall India Consumption,2024-02-12,-,-,-,19956.27,403.86,2.07,47613639,6300.66,64.26,9.55,.5
Nifty India Tourism,2024-02-12,8681.85,8730.5,8631.25,8713.8,42.9,.49,72945636,985.42,69.39,18.2,.2
Nifty MidSmall IT & Telecom,2024-02-12,-,-,-,10948.09,113.54,1.05,365546665,2410.12,273.88,35.7,.8
Nifty MidSmall Financial Services,2024-02-12,-,-,-,15698.79,54.09,.35,179477558,5818.76,23.11,2.84,.63
Nifty Transportation & Logistics,2024-02-12,-,-,-,22861.48,190.52,.84,105133330,6265.68,29.04,5.84,.73
Nifty Housing,2024-02-12,-,-,-,11411.27,108.43,.96,346889577,20004.5,25.39,3.23,.9
Nifty Financial Services Ex-Bank,2024-02-12,-,-,-,25409.4,70.08,.28,81834035,6247.93,21.89,3.17,.83
Nifty India Defence,2024-02-12,6717.65,6792.9,6699.1,6720.1,13.35,.2,22968421,2421.99,51.86,12.54,.5
Nifty Mobility,2024-02-12,-,-,-,20186.49,170.94,.85,158858677,8771.93,27.27,5.07,.96
Nifty India Digital,2024-02-12,9534.1,9667.15,9485.95,9640.7,107.8,1.13,418355719,7157.99,337.07,18.01,1.01
Nifty Total Market,2024-02-12,12809,12893.2,12756.7,12888.8,84.85,.66,2061932446,81498.74,26.09,3.93,1.09
Nifty Microcap 250,2024-02-12,25140.25,25335.15,25016.9,25321.45,205.7,.82,236394080,5934.39,30.53,3.62,.51
Nifty500 Multicap 50:25:25,2024-02-12,15925.1,16035.6,15860.85,16030.4,111.4,.7,1825538366,75564.34,28.56,4.12,1.03
Nifty Healthcare Index,2024-02-12,14173.15,14322.45,14140.4,14311.1,184.05,1.3,33130865,4006.3,40.59,6.07,.52
Nifty Financial Services 25/50,2024-02-12,25768.7,25854.5,25634.95,25822.35,53.9,.21,63009101,8094.85,16.68,2.99,.93
Nifty Oil & Gas,2024-02-12,11082.4,11154.1,10982.2,11138.2,34.45,.31,100433417,4077.14,13.27,1.68,2.86
Nifty MidSmall Healthcare,2024-02-12,42129.5,42735.3,42084.55,42690.2,593.7,1.41,57369201,3331.65,50.24,6.23,.83
NIFTY SME EMERGE,2024-02-12,-,-,-,16141.78,52.57,.33,-,-,115.56,8.91,.06
Nifty Midcap150 Momentum 50,2024-02-12,63790.15,64579.45,63615.45,64463.85,689.85,1.08,127391081,10223.15,34.82,5.2,.85
NIFTY500 Value 50,2024-02-12,-,-,-,14318.51,66.65,.47,341583088,8408.22,12.27,1.59,3.34
NIFTY Midcap 100,2024-02-12,56400.65,57060.65,56227.15,57000.85,608.2,1.08,750624333,17155.61,41.75,5.14,.8
Nifty50 USD,2024-02-12,-,-,-,9930.68,35.07,.35,-,-,-,-,-
Nifty 1D Rate Index,2024-02-12,-,-,-,2360.73,1.27,.05,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec (Clean Price),2024-02-12,890.3,893.33,890.3,893.1,2.79,.31,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec,2024-02-12,2434.1,2442.29,2434.1,2441.67,8.01,.33,-,-,-,-,-
Nifty Composite G-sec Index,2024-02-12,2848.23,2857.19,2848.21,2855.69,8.0,.28,-,-,-,-,-
Nifty 15 yr and above G-Sec Index,2024-02-12,3363.73,3376.26,3363.72,3375.7,12.61,.37,-,-,-,-,-
Nifty 11-15 yr G-Sec Index,2024-02-12,3046.58,3056.17,3046.57,3055.35,9.34,.31,-,-,-,-,-
Nifty 4-8 yr G-Sec Index,2024-02-12,2971.22,2982.41,2971.2,2980.67,10.01,.34,-,-,-,-,-
Nifty 8-13 yr G-Sec,2024-02-12,2753.35,2761.43,2753.34,2759.78,6.95,.25,-,-,-,-,-
Nifty500 Multicap Momentum Quality 50,2024-02-12,-,-,-,46792.25,479.46,1.04,138887082,10534.93,22.27,5.32,1.46
Nifty Top 10 Equal Weight,2024-02-12,9487.05,9541.45,9426.1,9526.6,32.05,.34,52223410,7888.44,22.84,3.95,1.11
Nifty200 Value 30,2024-02-12,-,-,-,13055.47,73.84,.57,218361474,6643,12.11,1.63,3.3
NIFTY100 Alpha 30,2024-02-12,-,-,-,19067.36,103.71,.55,216740940,12480.32,23.72,5.08,1.5
Nifty500 Momentum 50,2024-02-12,59282.8,59709.7,59149.5,59633.3,425.95,.72,267074914,14239.7,27.87,5.1,.79
Nifty Smallcap250 Momentum Quality 100,2024-02-12,51013.5,51384.25,50780,51359.85,426.25,.84,166920271,8187.88,27.8,4.54,1.02
Nifty Smallcap250 Quality 50,2024-02-12,-,-,-,29849.23,322.84,1.09,84944561,4774.29,28.56,5.08,1.14
Nifty200 Alpha 30,2024-02-12,26345,26595.7,26279.4,26583.65,264.15,1,113264372,9887.75,25.57,5.3,1.26
Nifty100 ESG Sector Leaders,2024-02-12,4025.1,4053.6,4005.35,4050.8,28.0,.7,280832385,28996.73,26.16,4.05,1.02
Nifty India Manufacturing,2024-02-12,14116.65,14253.3,14083.8,14248.25,155.15,1.1,245698925,17423.96,30.42,4.53,1.13
Nifty200 Momentum 30,2024-02-12,34288.75,34514.35,34204.5,34500.15,251.3,.73,134170874,11061.05,20.9,4.49,1.48
NIFTY Midcap150 Quality 50,2024-02-12,24531.75,24650.75,24441.1,24633.6,120.4,.49,32144553,3872.75,38.93,9.12,1.18
NIFTY200 Quality 30,2024-02-12,21258,21430.4,21180.15,21415.9,152.65,.72,58463739,6861.1,34.56,10.01,1.81
NIFTY Alpha Quality Value Low-Volatility 30,2024-02-12,-,-,-,21000.56,129.8,.62,95420401,8908.75,21.45,4.88,1.99
NIFTY Alpha Quality Low-Volatility 30,2024-02-12,-,-,-,23389.57,158.25,.68,54574139,7426.88,30.73,7.88,1.47
NIFTY Quality Low-Volatility 30,2024-02-12,-,-,-,17344.33,91.59,.53,56582678,8918.91,33.37,7.86,1.42
NIFTY Alpha Low-Volatility 30,2024-02-12,27821.65,27999.9,27731.5,27972.05,179.7,.65,91071428,11032.91,27.06,4.4,.98
Nifty100 Low Volatility 30,2024-02-12,19342.9,19487.75,19276.3,19468.8,132.4,.68,77034418,13659.84,32.52,6.01,1.08
Nifty MidSmallcap400 Momentum Quality 100,2024-02-12,51784.8,52280.15,51614.75,52250.65,560.0,1.08,183174567,12438.58,31.96,5.99,.98
NIFTY LargeMidcap 250,2024-02-12,15804.9,15928.8,15752.35,15921.25,121.05,.77,1273893020,57191.22,29.82,4.39,1
Nifty500 LargeMidSmall Equal-Cap Weighted,2024-02-12,-,-,-,17777.31,130.81,.74,1825538366,75564.34,31.12,4.3,.96
Nifty IPO,2024-02-12,-,-,-,2214.52,18.1,.82,304695285,6758.83,52.08,8.71,.12
Nifty Alpha 50,2024-02-12,56158.5,56859.6,55986.2,56810.4,701.55,1.25,305958037,15595.56,38.27,6.2,.71
Nifty Low Volatility 50,2024-02-12,-,-,-,24171.98,163.13,.68,114588927,17906.08,35.19,5.62,1
Nifty500 Shariah,2024-02-12,-,-,-,7589.03,55.77,.74,354482101,23545.33,34.14,5.76,1.3
Nifty50 Shariah,2024-02-12,-,-,-,5144.55,35.71,.7,45227795,5991.73,27.95,5.9,1.94
Nifty Services Sector,2024-02-12,31994,32157.7,31809.25,32132.0,167.15,.52,185252351,17213.06,22,3.72,1.16
Nifty PSE,2024-02-12,10109.5,10123.2,10045.05,10101.1,-20.35,-.2,167792336,4818.35,13.08,2.19,3.13
Nifty Infrastructure,2024-02-12,8723.65,8812.05,8683,8803.8,69.5,.8,151193020,9870.87,25.13,3.08,1.17
Nifty Dividend Opportunities 50,2024-02-12,6460.55,6494.2,6431.85,6485.55,19.9,.31,311077692,12268.3,17.96,3.41,2.65
Nifty Commodities,2024-02-12,8540.75,8626.45,8514.1,8619.2,82.6,.97,193381804,10716.08,19.21,2.26,2.18
Nifty India Consumption,2024-02-12,11460.75,11551.35,11428.2,11540.1,92.7,.81,98144636,9402.95,47.01,9.05,.94
Nifty Realty,2024-02-12,1022.35,1054.3,1016.15,1051.2,31.05,3.04,12253363,1684.31,53.45,5.89,.36
Nifty PSU Bank,2024-02-12,6801.6,6827.55,6758.5,6800.4,-13.45,-.2,87383028,1483.9,7.7,1.32,2.18
Nifty MNC,2024-02-12,28852.5,29020,28782.65,29001.85,149.85,.52,40897199,3491.54,38.74,9.25,1.89
Nifty High Beta 50,2024-02-12,-,-,-,3733.63,8.08,.22,748172928,14380.02,19.58,2.19,1.45
Nifty Metal,2024-02-12,9032.5,9143.6,8996.3,9133.6,99.6,1.1,71226099,2724.62,21.74,2.59,2.35
Nifty IT,2024-02-12,43171.75,43578,42860.8,43547.0,400.75,.93,14516943,2756.96,34.47,8.96,1.87
Nifty FMCG,2024-02-12,57839.3,58090.8,57543.55,57917.0,-26.7,-.05,23124028,2030.46,46.12,11.28,1.83
Nifty Financial Services,2024-02-12,24033.4,24101.15,23854.8,24072.65,62.5,.26,63009101,8094.85,16.68,2.9,.89
Nifty Energy,2024-02-12,37462.85,37654.4,37262.65,37594.4,112.45,.3,121767023,7147.47,15.19,2.08,2.38
Nifty Bank,2024-02-12,52087.65,52197.25,51693.95,52109.0,53.4,.1,102500670,5850.86,14.19,2.34,.95
Nifty Auto,2024-02-12,23433,23615.45,23353.75,23599.6,231.05,.99,41300395,3566.78,22.95,4.84,.95
Nifty50 Dividend Points,2024-02-12,-,-,-,233.03,0.0,-,-,-,-,-,-
NIFTY Smallcap 100,2024-02-12,18666.8,18853.85,18593.75,18845.05,194.1,1.04,311980779,12818.23,34.9,4.17,.98
Nifty 50,2024-02-12,24140.85,24301.7,24008.65,24276.05,144.95,.6,220384187,23162.75,22.35,3.62,1.26
Nifty Next 50,2024-02-12,70690.2,71197.95,70572.7,71164.35,437.5,.62,281115926,14716.56,22.72,3.81,1.38
Nifty 100,2024-02-12,25063.55,25221.1,24953.25,25198.15,144.2,.58,501500113,37879.32,22.89,3.66,1.24
Nifty 200,2024-02-12,13631.7,13722.8,13578.4,13716.95,89.95,.66,1252124446,55034.92,24.77,3.85,1.16
Nifty Midcap Select,2024-02-12,12634.35,12733.25,12584.25,12726.3,106.8,.85,392049760,5890.69,50.81,6.73,.81
Nifty Media,2024-02-12,2010.25,2022.05,1999.95,2017.25,20.45,1.02,43556940,488.71,-,2.28,.58
Nifty100 Equal Weight,2024-02-12,32099.05,32268.7,32013.15,32245.25,147.85,.46,501500113,37879.32,23.29,3.7,1.24
Nifty Pharma,2024-02-12,22323.95,22517.55,22269.4,22450.2,210.0,.94,32213907,3706.04,35.46,5.47,.6
Nifty 500,2024-02-12,22695.4,22843.5,22603.1,22835.85,148.85,.66,1825538366,75564.34,25.94,3.95,1.11
Nifty100 Liquid 15,2024-02-12,6363.4,6416,6341.6,6407.45,47.6,.75,99157421,9273.57,18.39,2.93,1.15
Nifty MidSmallcap 400,2024-02-12,19828.7,20007.35,19762.4,19992.55,170.45,.86,1324038253,37685.03,39.05,4.89,.81
Nifty Smallcap 50,2024-02-12,8991.95,9093.55,8971.8,9090.6,105.65,1.18,166126548,6966.17,31.49,3.82,.83
Nifty Smallcap 250,2024-02-12,17726.25,17849,17634.9,17840.1,123.65,.7,551645346,18373.12,34.34,4.16,.87
Nifty Private Bank,2024-02-12,25317.9,25378.95,25156.6,25339.95,12.0,.05,93316949,5261.9,15.17,2.35,.59
Nifty India Corporate Group Index - Tata Group 25% Cap,2024-02-12,16623.7,16756.7,16558.45,16744.95,114.1,.69,48976986,3289.05,31.89,6.47,1
Nifty India Corporate Group Index - Tata Group,2024-02-12,-,-,-,18962.2,112.49,.6,67488035,4050.74,33.68,8.29,1.2
Nifty India Corporate Group Index - Aditya Birla Group,2024-02-12,-,-,-,8082.74,201.19,2.55,354686871,1857.2,216.54,3.68,.51
Nifty India Corporate Group Index - Mahindra Group,2024-02-12,-,-,-,34575.13,588.36,1.73,4851441,976.45,31.99,4.77,1.29
Nifty 50 Futures TR Index,2024-02-12,-,-,-,26139.79,148.13,.57,-,-,-,-,-
Nifty 50 Arbitrage,2024-02-12,-,-,-,2409.59,1.81,.08,-,-,-,-,-
Nifty 50 Futures Index,2024-02-12,-,-,-,6664.25,33.92,.51,-,-,-,-,-
Nifty500 Equal Weight,2024-02-12,-,-,-,14374.79,79.4,.56,1825538366,75564.34,32.5,4.19,.92
NIFTY50 Equal Weight,2024-02-12,29929.3,30140.4,29810.15,30110.75,200.55,.67,220384187,23162.75,23.03,3.71,1.37
NIFTY100 Enhanced ESG,2024-02-12,-,-,-,4849.35,29.64,.62,433165615,34891.19,24.05,4.22,1.21
Nifty Midcap 150,2024-02-12,20911.05,21126.45,20849.65,21105.95,199.3,.95,772392907,19311.9,42.38,5.44,.77
Nifty CPSE,2024-02-12,6521.65,6530.15,6478.15,6512.25,-13.9,-.21,94647932,2617.68,13.52,2.34,3.16
Nifty50 Value 20,2024-02-12,13692.1,13786.15,13614.2,13763.9,69.8,.51,118912865,8022.26,19.65,3.6,2.09
Nifty Midcap Liquid 15,2024-02-12,14152.2,14271.8,14096.75,14261.85,131.3,.93,44251055,4569.24,36.23,4.47,.71
Nifty Shariah 25,2024-02-12,-,-,-,8683.63,54.14,.63,49663792,6620.36,29.09,5.71,1.78
NIFTY100 ESG,2024-02-12,4784.5,4815.1,4767.35,4813.15,29.45,.62,433567124,34983.3,24.06,4.22,1.21
Nifty Growth Sectors 15,2024-02-12,11916.2,11992,11852.4,11980.25,79.15,.67,46302752,6137.95,29.08,7.38,1.74
Nifty50 TR 1x Inverse,2024-02-12,171.05,172,169.95,170.1,-0.95,-.56,-,-,-,-,-
India VIX,2024-02-12,14.425,15.08,13.3125,14.7,0.28,1.91,-,-,-,-,-
Nifty50 PR 1x Inverse,2024-02-12,206.5,207.6,205.1,205.3,-1.15,-.56,-,-,-,-,-
Nifty50 PR 2x Leverage,2024-02-12,13548.8,13729.25,13400.6,13700.6,155.45,1.15,-,-,-,-,-
NIFTY100 Quality 30,2024-02-12,5715.45,5748.4,5692.5,5744.85,28.75,.5,64324998,8477.29,32.68,8.3,1.72
Nifty Top 15 Equal Weight,2024-02-12,-,-,-,9824.26,42.23,.43,63567474,10499.99,22.16,3.9,1.14
Nifty Top 20 Equal Weight,2024-02-12,-,-,-,8961.07,51.63,.58,77786743,12420.09,23.1,4.37,1.17
Nifty50 TR 2x Leverage,2024-02-12,19778.35,20041.7,19561.95,19999.95,226.95,1.15,-,-,-,-,-
Nifty50 PR 2x Leverage,2024-03-10,15268.5,15494.55,15000.3,15021.85,-670.7,-4.27,-,-,-,-,-
Nifty50 PR 1x Inverse,2024-03-10,194.35,196,193,195.9,4.15,2.16,-,-,-,-,-
Nifty50 TR 2x Leverage,2024-03-10,22217.9,22546.8,21827.6,21859.0,-976.0,-4.27,-,-,-,-,-
Nifty50 TR 1x Inverse,2024-03-10,161.3,162.65,160.15,162.55,3.45,2.17,-,-,-,-,-
Nifty Growth Sectors 15,2024-03-10,12680.75,12796.2,12646.05,12655.85,-196.25,-1.53,82726293,11352.89,31.16,7.79,1.6
Nifty100 Equal Weight,2024-03-10,34888.15,35165.9,34531.85,34631.05,-765.5,-2.16,892087249,63812.2,25.13,4,1.18
Nifty Shariah 25,2024-03-10,-,-,-,9250.81,-160.02,-1.7,88044013,9830.29,30.5,6.26,1.63
Nifty Midcap Liquid 15,2024-03-10,14285.7,14416.7,14035.5,14122.5,-354.4,-2.45,76106370,4008.59,38.85,4.64,.52
Nifty50 Value 20,2024-03-10,14303.3,14446.2,14271,14308.8,-163.25,-1.13,233047850,15548.19,21.19,3.78,1.97
Nifty CPSE,2024-03-10,7090.3,7207.05,7078.75,7091.45,-111.35,-1.55,156246335,4635.85,14.38,2.67,2.8
Nifty100 Liquid 15,2024-03-10,6977.4,7036.75,6896.5,6904.75,-179.1,-2.53,190926428,17984.55,20.96,3.21,1.05
NIFTY100 Quality 30,2024-03-10,6184.45,6237.6,6144.45,6157.95,-116.8,-1.86,147667475,19688.05,35.27,9.26,1.59
India VIX,2024-03-10,11.9875,13.9275,11.685,13.17,1.18,9.86,-,-,-,-,-
Nifty500 Multicap Momentum Quality 50,2024-03-10,-,-,-,47687.26,-1342.53,-2.74,162346304,11462.65,23.11,5.63,1.43
Nifty India Corporate Group Index - Aditya Birla Group,2024-03-10,-,-,-,8499.84,-139.92,-1.62,444709380,2096.62,543.02,3.87,.49
NIFTY50 Equal Weight,2024-03-10,32911.45,33165.05,32607.35,32651.15,-685.15,-2.06,423395030,45689.5,25.04,4.07,1.25
Nifty500 Equal Weight,2024-03-10,-,-,-,14995.24,-310.22,-2.03,2732058322,114404.32,32.95,4.43,.87
Nifty 50 Futures Index,2024-03-10,-,-,-,7039.02,-136.37,-1.9,-,-,-,-,-
Nifty 50 Arbitrage,2024-03-10,-,-,-,2370.02,-3.17,-.13,-,-,-,-,-
Nifty 50 Futures TR Index,2024-03-10,-,-,-,27289.73,-517.68,-1.86,-,-,-,-,-
Nifty India Corporate Group Index - Mahindra Group,2024-03-10,-,-,-,34986.83,-454.65,-1.28,7875188,1474.11,35.67,4.83,1.23
Nifty India Corporate Group Index - Tata Group,2024-03-10,-,-,-,19881.12,-366.24,-1.81,136824316,8112.79,38.73,8.7,1.13
Nifty India Corporate Group Index - Tata Group 25% Cap,2024-03-10,18149.85,18298,17994.1,18041.55,-366.4,-1.99,126336515,7468.98,40.21,6.97,.92
Nifty Private Bank,2024-03-10,26159.6,26291.4,25730.85,25779.0,-691.25,-2.61,139344077,10875.47,15.62,2.4,.59
Nifty Smallcap 250,2024-03-10,18257.5,18431,18119.95,18179.2,-352.6,-1.9,789889355,22686.23,33.07,4.27,.84
Nifty Smallcap 50,2024-03-10,9150.65,9249.95,9070.15,9110.05,-177.95,-1.92,214369665,8786.52,32.09,3.7,.81
Nifty MidSmallcap 400,2024-03-10,20743.45,20938.8,20554.1,20612.4,-429.9,-2.04,1839971073,50592.12,39.72,5.12,.75
Nifty Midcap 150,2024-03-10,22069.45,22277.25,21847.4,21904.7,-475.05,-2.12,1050081718,27905.89,44.83,5.78,.7
NIFTY100 ESG,2024-03-10,5115.1,5152.95,5065,5075.0,-109.9,-2.12,761899403,58596.84,25.65,4.46,1.15
Nifty High Beta 50,2024-03-10,-,-,-,4045.66,-105.75,-2.55,1135632907,19732.65,23.03,2.41,1.28
Nifty 50,2024-03-10,25452.85,25639.45,25230.3,25250.1,-546.8,-2.12,423395030,45689.5,23.74,3.78,1.19
Nifty Low Volatility 50,2024-03-10,-,-,-,25885.37,-485.99,-1.84,218102424,36259.12,37.6,6.02,.92
Nifty IPO,2024-03-10,-,-,-,2294.19,-40.38,-1.73,120172345,3411.84,63.92,9.92,.15
Nifty Next 50,2024-03-10,75950.75,76783.5,75059.75,75448.3,-1836.15,-2.38,468692219,18122.7,24.27,4.05,1.4
Nifty 100,2024-03-10,26511.55,26713.1,26267.85,26305.25,-580.0,-2.16,892087249,63812.2,24.34,3.84,1.18
Nifty 200,2024-03-10,14412.5,14526.55,14278.1,14300.2,-316.6,-2.17,1915013211,89205.44,26.3,4.04,1.1
Nifty 500,2024-03-10,23931.85,24122,23713,23755.45,-515.85,-2.13,2732058322,114404.32,27.31,4.13,1.06
Nifty Midcap 50,2024-03-10,16715.25,16862.55,16522.5,16563.7,-388.35,-2.29,840360905,12709.14,49.99,6.07,.68
NIFTY Midcap 100,2024-03-10,59490.3,60099.6,58891.3,59024.7,-1333.6,-2.21,1022925962,25393.25,44.11,5.47,.72
NIFTY Smallcap 100,2024-03-10,19031.15,19229.15,18878.85,18952.6,-378.7,-1.96,305127786,13257.37,35.33,4.16,.95
Nifty50 Dividend Points,2024-03-10,-,-,-,194.25,0.0,-,-,-,-,-,-
Nifty Auto,2024-03-10,26479.5,26806.2,26261.55,26302.1,-781.35,-2.88,69051205,8388.55,25.76,5.39,.83
Nifty Bank,2024-03-10,52314.45,52582.95,51683.4,51845.2,-1077.4,-2.04,272327853,13481.2,14.53,2.33,.97
Nifty Energy,2024-03-10,42901.75,43382.2,42447.95,42550.5,-1138.25,-2.61,156642298,10383.75,15.48,2.41,2.19
Nifty Financial Services,2024-03-10,24215.25,24326.25,23819.8,23881.55,-595.9,-2.43,140588740,15554.27,17.03,2.86,.91
Nifty FMCG,2024-03-10,64687.8,65076.4,64392.6,64502.05,-968.9,-1.48,59128875,4772.84,51.53,12.55,1.63
Nifty IT,2024-03-10,41978.45,42325.85,41631.5,41762.6,-672.2,-1.58,26143240,5417.01,34.25,8.6,1.88
Nifty Media,2024-03-10,2140.45,2182.35,2118.45,2126.45,-46.3,-2.13,104520522,1144.57,-,2.35,.38
Nifty Metal,2024-03-10,10129.8,10322.05,10123.75,10155.0,-67.95,-.66,209377372,6583.92,33.38,2.91,2.08
Nifty MNC,2024-03-10,32465.2,32630.85,31979.25,32104.9,-656.5,-2,33753349,4889.79,48.06,10.23,1.7
Nifty Pharma,2024-03-10,23168.3,23356,23090.25,23178.75,-117.8,-.51,29684169,3759.83,38.62,5.62,.58
Nifty PSU Bank,2024-03-10,6665.8,6773.55,6633.35,6678.4,-83.85,-1.24,192146679,3278.85,8.11,1.29,2.23
Nifty Realty,2024-03-10,1073.4,1083.85,1045.05,1049.0,-47.85,-4.36,11913917,1590.31,54.49,5.97,.36
Nifty India Consumption,2024-03-10,12605.05,12714.2,12529.25,12549.15,-262.45,-2.05,125947859,15218.57,51.24,9.84,.86
Nifty Commodities,2024-03-10,9664.25,9786.6,9608.65,9630.5,-173.2,-1.77,341138866,16889.9,20.43,2.57,1.96
Nifty Dividend Opportunities 50,2024-03-10,6859.4,6936.15,6834.1,6848.05,-99.2,-1.43,605872926,29940.63,19.45,3.65,2.46
Nifty Infrastructure,2024-03-10,9379.85,9487.45,9269.25,9284.5,-270.75,-2.83,251803417,18980.47,24.72,3.25,1.14
Nifty PSE,2024-03-10,11025.15,11201.75,10933.1,10959.4,-281.4,-2.5,334256599,10694.58,12.93,2.43,2.97
Nifty Services Sector,2024-03-10,32660.45,32868.5,32349.9,32413.3,-639.45,-1.93,270018906,25414.6,22.93,3.76,1.12
Nifty50 Shariah,2024-03-10,-,-,-,5541.32,-87.47,-1.55,82996829,9325.59,28.77,6.53,1.76
